Place ID,餐廳名稱,地址,Google 地圖網址,高腳椅屬性,佐證/說明,現有資料庫名稱,現有資料庫地址,目前兒童椅屬性,建議兒童椅屬性,目前兒童餐具屬性,目前兒童餐屬性,現有親子分級
ChIJk26mBvipQjQRJa9nZYSYXvo,Moon Baking studio 松山店,105台灣臺北市松山區民有里復興北路313巷47號,https://www.google.com/maps/search/?api=1&query=Moon%20Baking%20studio%20%E6%9D%BE%E5%B1%B1%E5%BA%97&query_place_id=ChIJk26mBvipQjQRJa9nZYSYXvo,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Moon Baking studio 松山店,105台灣臺北市松山區民有里復興北路313巷47號,unknown,yes,unknown,no,高
ChIJk7jbcxKvQjQR-HWxzlgfSLY,山?咖啡 Brae Caf?,11241台灣臺北市北投區林泉里溫泉路110-1號,https://www.google.com/maps/search/?api=1&query=%E5%B1%B1%E8%BE%B9%E5%92%96%E5%95%A1%20Brae%20Caf%C3%A9&query_place_id=ChIJk7jbcxKvQjQR-HWxzlgfSLY,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,山?咖啡 Brae Caf?,11241台灣臺北市北投區林泉里溫泉路110-1號,unknown,yes,unknown,no,高
ChIJkS8XEwCpQjQR2zjrzEux8C0,LIVE PASTA 悠活義大利麵,105台灣臺北市松山區東光里南京東路五段123巷4弄28號,https://www.google.com/maps/search/?api=1&query=LIVE%20PASTA%20%E6%82%A0%E6%B4%BB%E7%BE%A9%E5%A4%A7%E5%88%A9%E9%BA%B5&query_place_id=ChIJkS8XEwCpQjQR2zjrzEux8C0,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,LIVE PASTA 悠活義大利麵,105台灣臺北市松山區東光里南京東路五段123巷4弄28號,unknown,yes,unknown,unknown,資訊不足
ChIJkSOTUfKrQjQRmr6m00-3INA,?日和 Kouji Wafu Pasta,10489台灣臺北市中山區龍江路79號,https://www.google.com/maps/search/?api=1&query=%E7%B3%80%E6%97%A5%E5%92%8C%20Kouji%20Wafu%20Pasta&query_place_id=ChIJkSOTUfKrQjQRmr6m00-3INA,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,?日和 Kouji Wafu Pasta,10489台灣臺北市中山區龍江路79號,unknown,yes,unknown,unknown,資訊不足
ChIJkSeH9k-uQjQRJJ2Sydh38BA,芽米日子純植物飲食,112台灣臺北市北投區中心里大業路735號,https://www.google.com/maps/search/?api=1&query=%E8%8A%BD%E7%B1%B3%E6%97%A5%E5%AD%90%E7%B4%94%E6%A4%8D%E7%89%A9%E9%A3%B2%E9%A3%9F&query_place_id=ChIJkSeH9k-uQjQRJJ2Sydh38BA,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,芽米日子純植物飲食,112台灣臺北市北投區中心里大業路735號,unknown,yes,unknown,no,高
ChIJkShx5tOrQjQRODXXuXo8FnI,富馨園麵食館,106台灣臺北市大安區仁慈里復興南路一段269號,https://www.google.com/maps/search/?api=1&query=%E5%AF%8C%E9%A6%A8%E5%9C%92%E9%BA%B5%E9%A3%9F%E9%A4%A8&query_place_id=ChIJkShx5tOrQjQRODXXuXo8FnI,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,富馨園麵食館,106台灣臺北市大安區仁慈里復興南路一段269號,unknown,yes,unknown,no,高
ChIJkTIGMZepQjQRx2j4MkjgDUE,康爐,108台灣臺北市萬華區貴陽街二段230號之1,https://www.google.com/maps/search/?api=1&query=%E5%BA%B7%E7%88%90&query_place_id=ChIJkTIGMZepQjQRx2j4MkjgDUE,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,康爐,108台灣臺北市萬華區貴陽街二段230號之1,unknown,yes,unknown,no,高
ChIJl-sBDI-pQjQRuAvhyCfLSGU,佬披薩LA PIZZA（開業21+年）,106台灣臺北市大安區古風里師大路105巷8號,https://www.google.com/maps/search/?api=1&query=%E4%BD%AC%E6%8A%AB%E8%96%A9LA%20PIZZA%EF%BC%88%E9%96%8B%E6%A5%AD21%2B%E5%B9%B4%EF%BC%89&query_place_id=ChIJl-sBDI-pQjQRuAvhyCfLSGU,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,佬披薩LA PIZZA（開業21+年）,106台灣臺北市大安區古風里師大路105巷8號,unknown,yes,unknown,no,高
ChIJl3xKnbyrQjQRB6B3FOtFnjA,麵食主義 KIRIN PASTA 忠孝店,110台灣臺北市信義區興雅里忠孝東路五段181號,https://www.google.com/maps/search/?api=1&query=%E9%BA%B5%E9%A3%9F%E4%B8%BB%E7%BE%A9%20KIRIN%20PASTA%20%E5%BF%A0%E5%AD%9D%E5%BA%97&query_place_id=ChIJl3xKnbyrQjQRB6B3FOtFnjA,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,麵食主義 KIRIN PASTA 忠孝店,110台灣臺北市信義區興雅里忠孝東路五段181號,unknown,yes,unknown,unknown,高
ChIJl7ziPQCvQjQRJyCcG50hMUo,三燔北投 Mihan Beitou,112台灣臺北市北投區泉源路19號北投晶泉丰旅2樓,https://www.google.com/maps/search/?api=1&query=%E4%B8%89%E7%87%94%E5%8C%97%E6%8A%95%20Mihan%20Beitou&query_place_id=ChIJl7ziPQCvQjQRJyCcG50hMUo,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,三燔北投 Mihan Beitou,112台灣臺北市北投區泉源路19號北投晶泉丰旅2樓,unknown,yes,unknown,unknown,資訊不足
ChIJlRLq_1KvQjQRmicDEWFo5ak,窗邊Cafe-天母店,111台灣臺北市士林區天祿里中山北路六段476號2樓,https://www.google.com/maps/search/?api=1&query=%E7%AA%97%E9%82%8ACafe-%E5%A4%A9%E6%AF%8D%E5%BA%97&query_place_id=ChIJlRLq_1KvQjQRmicDEWFo5ak,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,窗邊Cafe-天母店,111台灣臺北市士林區天祿里中山北路六段476號2樓,unknown,yes,unknown,no,高
ChIJlSAfC4KpQjQRPK_o-n52sn0,Gusto Pizza,100台灣臺北市中正區民炤里連雲街74之1號,https://www.google.com/maps/search/?api=1&query=Gusto%20Pizza&query_place_id=ChIJlSAfC4KpQjQRPK_o-n52sn0,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Gusto Pizza,100台灣臺北市中正區民炤里連雲街74之1號,unknown,yes,unknown,no,高
ChIJlVNfWeqrQjQRqO4OMZ0keZ4,羽樂歐陸創意料理,105台灣臺北市松山區復勢里南京東路四段162號,https://www.google.com/maps/search/?api=1&query=%E7%BE%BD%E6%A8%82%E6%AD%90%E9%99%B8%E5%89%B5%E6%84%8F%E6%96%99%E7%90%86&query_place_id=ChIJlVNfWeqrQjQRqO4OMZ0keZ4,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,羽樂歐陸創意料理,105台灣臺北市松山區復勢里南京東路四段162號,unknown,yes,unknown,unknown,高
ChIJle9teRGqQjQR_D9yOFFqhcI,RICO'小廚 萬芳一店,"1F, No. 22號興隆路三段112巷2弄興得里文山區臺北市台灣 116",https://www.google.com/maps/search/?api=1&query=RICO'%E5%B0%8F%E5%BB%9A%20%E8%90%AC%E8%8A%B3%E4%B8%80%E5%BA%97&query_place_id=ChIJle9teRGqQjQR_D9yOFFqhcI,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,RICO'小廚 萬芳一店,"1F, No. 22號興隆路三段112巷2弄興得里文山區臺北市台灣 116",unknown,yes,unknown,unknown,高
ChIJlxI4ismrQjQRnmAHnozDIug,Woolloomooloo,110台灣臺北市信義區中興里信義路四段379號,https://www.google.com/maps/search/?api=1&query=Woolloomooloo&query_place_id=ChIJlxI4ismrQjQRnmAHnozDIug,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Woolloomooloo,110台灣臺北市信義區中興里信義路四段379號,unknown,yes,unknown,no,高
ChIJm0InD6ipQjQR7of1ELGtupg,和風屋日料,108台灣臺北市萬華區新起里貴陽街二段115之20號,https://www.google.com/maps/search/?api=1&query=%E5%92%8C%E9%A2%A8%E5%B1%8B%E6%97%A5%E6%96%99&query_place_id=ChIJm0InD6ipQjQR7of1ELGtupg,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,和風屋日料,108台灣臺北市萬華區新起里貴陽街二段115之20號,unknown,yes,unknown,no,資訊不足
ChIJmTG6816rQjQROj9fjiCafjY,NEVERLAND Bakery Cafe,115台灣臺北市南港區南港路一段265號,https://www.google.com/maps/search/?api=1&query=NEVERLAND%20Bakery%20Cafe&query_place_id=ChIJmTG6816rQjQROj9fjiCafjY,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,NEVERLAND Bakery Cafe,115台灣臺北市南港區南港路一段265號,unknown,yes,unknown,unknown,資訊不足
ChIJmUBgXZmvQjQReJDEy08D34c,泉源閣 Bando Club,112台灣臺北市北投區泉源路19號北投晶泉丰旅3樓,https://www.google.com/maps/search/?api=1&query=%E6%B3%89%E6%BA%90%E9%96%A3%20Bando%20Club&query_place_id=ChIJmUBgXZmvQjQReJDEy08D34c,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,泉源閣 Bando Club,112台灣臺北市北投區泉源路19號北投晶泉丰旅3樓,unknown,yes,unknown,unknown,中
ChIJmURK7l2rQjQR2T4AgotOy6s,敘日 全日餐廳-台北六福萬怡酒店,115台灣臺北市南港區忠孝東路七段359號7樓,https://www.google.com/maps/search/?api=1&query=%E6%95%98%E6%97%A5%20%E5%85%A8%E6%97%A5%E9%A4%90%E5%BB%B3-%E5%8F%B0%E5%8C%97%E5%85%AD%E7%A6%8F%E8%90%AC%E6%80%A1%E9%85%92%E5%BA%97&query_place_id=ChIJmURK7l2rQjQR2T4AgotOy6s,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,敘日 全日餐廳-台北六福萬怡酒店,115台灣臺北市南港區忠孝東路七段359號7樓,unknown,yes,unknown,unknown,中
ChIJmYvKcaKrQjQRP84_3tp7iW0,Agusto 牛排龍蝦餐酒館 大安店,106台灣臺北市大安區忠孝東路四段216巷27弄15號1樓,https://www.google.com/maps/search/?api=1&query=Agusto%20%E7%89%9B%E6%8E%92%E9%BE%8D%E8%9D%A6%E9%A4%90%E9%85%92%E9%A4%A8%20%E5%A4%A7%E5%AE%89%E5%BA%97&query_place_id=ChIJmYvKcaKrQjQRP84_3tp7iW0,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Agusto 牛排龍蝦餐酒館 大安店,106台灣臺北市大安區忠孝東路四段216巷27弄15號1樓,unknown,yes,unknown,unknown,資訊不足
ChIJm_pGd5arQjQRsD_vJMWg8Cc,大烹小饌,103台灣臺北市大同區民生西路146-1號,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E7%83%B9%E5%B0%8F%E9%A5%8C&query_place_id=ChIJm_pGd5arQjQRsD_vJMWg8Cc,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,大烹小饌,103台灣臺北市大同區民生西路146-1號,unknown,yes,unknown,unknown,中
ChIJn5OMO-2sQjQR342e0SjlCts,珮斯坦咖啡館-美式懷舊餐廳Pasttimes Cafe,106台灣臺北市大安區誠安里忠孝東路三段251巷12弄2號,https://www.google.com/maps/search/?api=1&query=%E7%8F%AE%E6%96%AF%E5%9D%A6%E5%92%96%E5%95%A1%E9%A4%A8-%E7%BE%8E%E5%BC%8F%E6%87%B7%E8%88%8A%E9%A4%90%E5%BB%B3Pasttimes%20Cafe&query_place_id=ChIJn5OMO-2sQjQR342e0SjlCts,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,珮斯坦咖啡館-美式懷舊餐廳Pasttimes Cafe,106台灣臺北市大安區誠安里忠孝東路三段251巷12弄2號,unknown,yes,unknown,unknown,資訊不足
ChIJn6ke5ZGrQjQRnyZE_xNE4ro,小北平麵食館,105台灣臺北市松山區延壽街97號,https://www.google.com/maps/search/?api=1&query=%E5%B0%8F%E5%8C%97%E5%B9%B3%E9%BA%B5%E9%A3%9F%E9%A4%A8&query_place_id=ChIJn6ke5ZGrQjQRnyZE_xNE4ro,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,小北平麵食館,105台灣臺北市松山區延壽街97號,unknown,yes,unknown,unknown,資訊不足
ChIJnQg-SCOpQjQR-tv75CXe3-0,閣樓哩,103台灣臺北市大同區歸綏街157號,https://www.google.com/maps/search/?api=1&query=%E9%96%A3%E6%A8%93%E5%93%A9&query_place_id=ChIJnQg-SCOpQjQR-tv75CXe3-0,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,閣樓哩,103台灣臺北市大同區歸綏街157號,unknown,yes,unknown,unknown,資訊不足
ChIJnWx4X8apQjQRj_SrSZQBNZA,饗旅,104台灣臺北市中山區正得里天津街18號,https://www.google.com/maps/search/?api=1&query=%E9%A5%97%E6%97%85&query_place_id=ChIJnWx4X8apQjQRj_SrSZQBNZA,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,饗旅,104台灣臺北市中山區正得里天津街18號,unknown,yes,unknown,unknown,高
ChIJnaPPuO6rQjQRNZlSdw5Irik,富錦樹台菜香檳 敦北店,10548台灣臺北市松山區敦化北路199巷17號1樓,https://www.google.com/maps/search/?api=1&query=%E5%AF%8C%E9%8C%A6%E6%A8%B9%E5%8F%B0%E8%8F%9C%E9%A6%99%E6%AA%B3%20%E6%95%A6%E5%8C%97%E5%BA%97&query_place_id=ChIJnaPPuO6rQjQRNZlSdw5Irik,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,富錦樹台菜香檳 敦北店,10548台灣臺北市松山區敦化北路199巷17號1樓,unknown,yes,unknown,unknown,資訊不足
ChIJncAQtGGsQjQR88wpyzdS0dg,大湖餐館 內湖,114台灣臺北市內湖區內湖路二段103巷76號,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E6%B9%96%E9%A4%90%E9%A4%A8%20%E5%85%A7%E6%B9%96&query_place_id=ChIJncAQtGGsQjQR88wpyzdS0dg,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,大湖餐館 內湖,114台灣臺北市內湖區內湖路二段103巷76號,unknown,yes,unknown,unknown,中
ChIJncHR9LysQjQRaDB5UcHUjp8,雍記小館,114台灣臺北市內湖區葫洲里康寧路三段16巷117號,https://www.google.com/maps/search/?api=1&query=%E9%9B%8D%E8%A8%98%E5%B0%8F%E9%A4%A8&query_place_id=ChIJncHR9LysQjQRaDB5UcHUjp8,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,雍記小館,114台灣臺北市內湖區葫洲里康寧路三段16巷117號,unknown,yes,unknown,no,高
ChIJnclSGvKrQjQRnGBYr16yeU0,上海宴,106台灣臺北市大安區仁愛里敦化南路一段236巷12號,https://www.google.com/maps/search/?api=1&query=%E4%B8%8A%E6%B5%B7%E5%AE%B4&query_place_id=ChIJnclSGvKrQjQRnGBYr16yeU0,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,上海宴,106台灣臺北市大安區仁愛里敦化南路一段236巷12號,unknown,yes,unknown,unknown,高
ChIJndYs4vmpQjQRZvt83Zqhzbg,EATPIZZA 易披薩 【師大店】,106台灣臺北市大安區龍泉里師大路65號1樓,https://www.google.com/maps/search/?api=1&query=EATPIZZA%20%E6%98%93%E6%8A%AB%E8%96%A9%20%E3%80%90%E5%B8%AB%E5%A4%A7%E5%BA%97%E3%80%91&query_place_id=ChIJndYs4vmpQjQRZvt83Zqhzbg,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,EATPIZZA 易披薩 【師大店】,106台灣臺北市大安區龍泉里師大路65號1樓,unknown,yes,unknown,no,高
ChIJo3BK3iGrQjQRYymaetsWv68,五號廚房,110047台灣臺北市信義區永吉里松隆路331號,https://www.google.com/maps/search/?api=1&query=%E4%BA%94%E8%99%9F%E5%BB%9A%E6%88%BF&query_place_id=ChIJo3BK3iGrQjQRYymaetsWv68,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,五號廚房,110047台灣臺北市信義區永吉里松隆路331號,unknown,yes,unknown,no,中
ChIJo3ClvoarQjQR3W13Dy-xMh8,玖龍冰室香港茶餐廳,110台灣臺北市信義區新仁里忠孝東路四段553巷52弄5號1樓,https://www.google.com/maps/search/?api=1&query=%E7%8E%96%E9%BE%8D%E5%86%B0%E5%AE%A4%E9%A6%99%E6%B8%AF%E8%8C%B6%E9%A4%90%E5%BB%B3&query_place_id=ChIJo3ClvoarQjQR3W13Dy-xMh8,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,玖龍冰室香港茶餐廳,110台灣臺北市信義區新仁里忠孝東路四段553巷52弄5號1樓,unknown,yes,unknown,no,高
ChIJoSkH1gipQjQR9GlRUDB6OgY,Buttermilk摩登美式餐廳(5F),108台灣臺北市萬華區萬壽里武昌街二段77號5樓,https://www.google.com/maps/search/?api=1&query=Buttermilk%E6%91%A9%E7%99%BB%E7%BE%8E%E5%BC%8F%E9%A4%90%E5%BB%B3(5F)&query_place_id=ChIJoSkH1gipQjQR9GlRUDB6OgY,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Buttermilk摩登美式餐廳(5F),108台灣臺北市萬華區萬壽里武昌街二段77號5樓,unknown,yes,unknown,unknown,中
ChIJoUCeU66pQjQRfM0ZEYp4JiM,台北凱達大飯店 家宴中餐廳,108台灣台北市万??艋舺大道167號3 樓,https://www.google.com/maps/search/?api=1&query=%E5%8F%B0%E5%8C%97%E5%87%B1%E9%81%94%E5%A4%A7%E9%A3%AF%E5%BA%97%20%E5%AE%B6%E5%AE%B4%E4%B8%AD%E9%A4%90%E5%BB%B3&query_place_id=ChIJoUCeU66pQjQRfM0ZEYp4JiM,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,台北凱達大飯店 家宴中餐廳,108台灣台北市万??艋舺大道167號3 樓,unknown,yes,unknown,unknown,資訊不足
ChIJp0JDQmmpQjQR7wjch6kWbC4,Dine in cafe,10491台灣臺北市中山區民安里中山北路二段36巷11號1樓,https://www.google.com/maps/search/?api=1&query=Dine%20in%20cafe&query_place_id=ChIJp0JDQmmpQjQR7wjch6kWbC4,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Dine in cafe,10491台灣臺北市中山區民安里中山北路二段36巷11號1樓,unknown,yes,unknown,unknown,高
ChIJp5x9U9UBaDQRrOc_7VNZB48,貓空 山中茶-景觀餐廳,116台灣臺北市文山區指南里指南路三段38巷33號2、3樓,https://www.google.com/maps/search/?api=1&query=%E8%B2%93%E7%A9%BA%20%E5%B1%B1%E4%B8%AD%E8%8C%B6-%E6%99%AF%E8%A7%80%E9%A4%90%E5%BB%B3&query_place_id=ChIJp5x9U9UBaDQRrOc_7VNZB48,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,貓空 山中茶-景觀餐廳,116台灣臺北市文山區指南里指南路三段38巷33號2、3樓,unknown,yes,unknown,no,高
ChIJp6WvuNWpQjQRfupqxOY5xMk,Moni .curry,103台灣臺北市大同區西寧北路63號1樓2樓,https://www.google.com/maps/search/?api=1&query=Moni%20.curry&query_place_id=ChIJp6WvuNWpQjQRfupqxOY5xMk,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Moni .curry,103台灣臺北市大同區西寧北路63號1樓2樓,unknown,yes,unknown,unknown,中
ChIJp8t44mepQjQReTRHDcIxHf0,好小子海鮮店,104台灣臺北市中山區中山里林森北路305號,https://www.google.com/maps/search/?api=1&query=%E5%A5%BD%E5%B0%8F%E5%AD%90%E6%B5%B7%E9%AE%AE%E5%BA%97&query_place_id=ChIJp8t44mepQjQReTRHDcIxHf0,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,好小子海鮮店,104台灣臺北市中山區中山里林森北路305號,unknown,yes,unknown,no,中
ChIJpQWI816rQjQRKtdvTeHmpcA,Neverland Noodle Bar,115台灣臺北市南港區南港里南港路一段271號,https://www.google.com/maps/search/?api=1&query=Neverland%20Noodle%20Bar&query_place_id=ChIJpQWI816rQjQRKtdvTeHmpcA,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Neverland Noodle Bar,115台灣臺北市南港區南港里南港路一段271號,unknown,yes,unknown,unknown,高
ChIJpYbj68uvQjQRZLG0BiLciQ4,時刻饗聚MF,111台灣臺北市士林區德行里福國路47巷2號,https://www.google.com/maps/search/?api=1&query=%E6%99%82%E5%88%BB%E9%A5%97%E8%81%9AMF&query_place_id=ChIJpYbj68uvQjQRZLG0BiLciQ4,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,時刻饗聚MF,111台灣臺北市士林區德行里福國路47巷2號,unknown,yes,unknown,unknown,高
ChIJq1qle9GrQjQRWr4qbaBVS5k,Uranium Cafe 鈾咖啡餐酒館,106台灣臺北市大安區復興南路一段253巷32號1樓,https://www.google.com/maps/search/?api=1&query=Uranium%20Cafe%20%E9%88%BE%E5%92%96%E5%95%A1%E9%A4%90%E9%85%92%E9%A4%A8&query_place_id=ChIJq1qle9GrQjQRWr4qbaBVS5k,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Uranium Cafe 鈾咖啡餐酒館,106台灣臺北市大安區復興南路一段253巷32號1樓,unknown,yes,unknown,unknown,高
ChIJq6qqqgasQjQRUVuv8NetxkA,1010湘 天母三越店,111台灣臺北市士林區天福里天母東路68號A館7樓,https://www.google.com/maps/search/?api=1&query=1010%E6%B9%98%20%E5%A4%A9%E6%AF%8D%E4%B8%89%E8%B6%8A%E5%BA%97&query_place_id=ChIJq6qqqgasQjQRUVuv8NetxkA,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,1010湘 天母三越店,111台灣臺北市士林區天福里天母東路68號A館7樓,unknown,yes,unknown,no,高
ChIJqVpSy7erQjQRGTZsxsFjBrQ,Black Pepper,106台灣臺北市大安區光武里敦化南路一段160巷39號,https://www.google.com/maps/search/?api=1&query=Black%20Pepper&query_place_id=ChIJqVpSy7erQjQRGTZsxsFjBrQ,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Black Pepper,106台灣臺北市大安區光武里敦化南路一段160巷39號,unknown,yes,unknown,unknown,資訊不足
ChIJqcTs72muQjQR6_66vECtOOs,雍翠庭 Chinese Cuisine - 北投麗禧溫泉酒店 Grand View Resort Beitou,112台灣臺北市北投區幽雅路30號,https://www.google.com/maps/search/?api=1&query=%E9%9B%8D%E7%BF%A0%E5%BA%AD%20Chinese%20Cuisine%20-%20%E5%8C%97%E6%8A%95%E9%BA%97%E7%A6%A7%E6%BA%AB%E6%B3%89%E9%85%92%E5%BA%97%20Grand%20View%20Resort%20Beitou&query_place_id=ChIJqcTs72muQjQR6_66vECtOOs,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,雍翠庭 Chinese Cuisine - 北投麗禧溫泉酒店 Grand View Resort Beitou,112台灣臺北市北投區幽雅路30號,unknown,yes,unknown,unknown,資訊不足
ChIJqcTs72muQjQRZrBTzCnlQVs,歐陸餐廳 C'est Bon - 北投麗禧溫泉酒店 Grand View Resort Beitou,112台灣臺北市北投區幽雅路30號,https://www.google.com/maps/search/?api=1&query=%E6%AD%90%E9%99%B8%E9%A4%90%E5%BB%B3%20C'est%20Bon%20-%20%E5%8C%97%E6%8A%95%E9%BA%97%E7%A6%A7%E6%BA%AB%E6%B3%89%E9%85%92%E5%BA%97%20Grand%20View%20Resort%20Beitou&query_place_id=ChIJqcTs72muQjQRZrBTzCnlQVs,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,歐陸餐廳 C'est Bon - 北投麗禧溫泉酒店 Grand View Resort Beitou,112台灣臺北市北投區幽雅路30號,unknown,yes,unknown,unknown,資訊不足
ChIJqdvkmMCrQjQR3IIJsoKt0Mk,At.First_More早寓,106台灣臺北市大安區車層里仁愛路四段345巷4弄3號,https://www.google.com/maps/search/?api=1&query=At.First_More%E6%97%A9%E5%AF%93&query_place_id=ChIJqdvkmMCrQjQR3IIJsoKt0Mk,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,At.First_More早寓,106台灣臺北市大安區車層里仁愛路四段345巷4弄3號,unknown,yes,unknown,unknown,高
ChIJqxSUlAypQjQRx1e_MFwNIdg,擂銗餐廳,103台灣臺北市大同區長安西路57號,https://www.google.com/maps/search/?api=1&query=%E6%93%82%E9%8A%97%E9%A4%90%E5%BB%B3&query_place_id=ChIJqxSUlAypQjQRx1e_MFwNIdg,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,擂銗餐廳,103台灣臺北市大同區長安西路57號,unknown,yes,unknown,unknown,資訊不足
ChIJqxr9UO6rQjQRw9xnehrCHvg,千層吧,105台灣臺北市松山區民生東路五段138巷17號,https://www.google.com/maps/search/?api=1&query=%E5%8D%83%E5%B1%A4%E5%90%A7&query_place_id=ChIJqxr9UO6rQjQRw9xnehrCHvg,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,千層吧,105台灣臺北市松山區民生東路五段138巷17號,unknown,yes,unknown,unknown,資訊不足
ChIJqzV-SFuuQjQRIpnzP-xiypc,北投奇岩一號,112台灣臺北市北投區奇岩路1號,https://www.google.com/maps/search/?api=1&query=%E5%8C%97%E6%8A%95%E5%A5%87%E5%B2%A9%E4%B8%80%E8%99%9F&query_place_id=ChIJqzV-SFuuQjQRIpnzP-xiypc,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,北投奇岩一號,112台灣臺北市北投區奇岩路1號,unknown,yes,unknown,unknown,資訊不足
ChIJr7TGi1yrQjQRInnz9AHC1cA,Waku ?,10694台灣臺北市大安區正聲里光復南路294巷21號,https://www.google.com/maps/search/?api=1&query=Waku%20%E2%81%BA&query_place_id=ChIJr7TGi1yrQjQRInnz9AHC1cA,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,Waku ?,10694台灣臺北市大安區正聲里光復南路294巷21號,unknown,yes,unknown,unknown,高
ChIJr9JFPW-pQjQRvynzM2OVS6I,青葉台灣料理（創始店）,104台灣臺北市中山區中山北路一段105巷10號,https://www.google.com/maps/search/?api=1&query=%E9%9D%92%E8%91%89%E5%8F%B0%E7%81%A3%E6%96%99%E7%90%86%EF%BC%88%E5%89%B5%E5%A7%8B%E5%BA%97%EF%BC%89&query_place_id=ChIJr9JFPW-pQjQRvynzM2OVS6I,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,青葉台灣料理（創始店）,104台灣臺北市中山區中山北路一段105巷10號,unknown,yes,unknown,unknown,中
ChIJr_Ztmn2uQjQRvLHz4FTo-_Q,大為廚坊,111台灣臺北市士林區天玉里天玉街38巷9-1號,https://www.google.com/maps/search/?api=1&query=%E5%A4%A7%E7%82%BA%E5%BB%9A%E5%9D%8A&query_place_id=ChIJr_Ztmn2uQjQRvLHz4FTo-_Q,提供 (Yes),Google 地圖「簡介」頁面明確標記「兒童高腳椅」,大為廚坊,111台灣臺北市士林區天玉里天玉街38巷9-1號,unknown,yes,unknown,no,高
